Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2022-100262,2022-07-10,2022-07-16,First Class,CUST-8265,Alejandro Robles,Corporate,Colombia,Cali,,26374,East,PROD-2990,Office Supplies,Paper,Paper 477,459.62,9,0.13,102.12
CA-2021-100263,2021-09-04,2021-09-11,First Class,CUST-2045,Juan Perez,Consumer,Argentina,Rosario,,29065,West,PROD-8951,Technology,Phones,Phones 306,2672.75,9,0.12,465.73
CA-2021-100264,2021-12-23,2021-12-28,First Class,CUST-8236,Luisa Morales,Consumer,Spain,Barcelona,,73080,North,PROD-2551,Technology,Copiers,Copiers 819,76.2,1,0.26,-11.71
CA-2023-100265,2023-06-10,2023-06-11,Same Day,CUST-8104,Luisa Morales,Home Office,Peru,Lima,,10215,Central,PROD-7240,Office Supplies,Labels,Labels 513,94.62,5,0.28,13.1
CA-2020-100266,2020-06-20,2020-06-21,Second Class,CUST-6583,Sara Lopez,Corporate,Canada,Vancouver,,81537,West,PROD-5897,Office Supplies,Labels,Labels 599,68.48,4,0.23,-11.4
CA-2022-100267,2022-05-13,2022-05-16,Standard Class,CUST-1918,Juan Perez,Corporate,Argentina,Córdoba,,12809,North,PROD-1498,Technology,Phones,Phones 798,6926.07,8,0.11,245.66
CA-2024-100268,2024-02-16,2024-02-22,Standard Class,CUST-9243,Luisa Morales,Corporate,Canada,Vancouver,,62116,Central,PROD-3410,Furniture,Chairs,Chairs 797,724.64,2,0.12,-14.53
CA-2022-100269,2022-07-19,2022-07-21,First Class,CUST-1240,Luisa Morales,Corporate,Colombia,Cali,,85135,Central,PROD-4440,Furniture,Chairs,Chairs 536,627.5,9,0.18,97.69
CA-2019-100270,2019-10-25,2019-10-30,Standard Class,CUST-7568,Sara Lopez,Consumer,Colombia,Medellín,,16080,East,PROD-3601,Furniture,Chairs,Chairs 610,1382.86,7,0.08,258.71
CA-2019-100271,2019-02-08,2019-02-12,First Class,CUST-9107,Alejandro Robles,Consumer,Canada,Toronto,,28300,West,PROD-8970,Technology,Machines,Machines 114,728.12,2,0.13,194.87
CA-2024-100272,2024-02-21,2024-02-23,Second Class,CUST-7681,Juan Perez,Corporate,Chile,Concepción,,22352,Central,PROD-3895,Office Supplies,Envelopes,Envelopes 988,28.55,1,0.15,-0.21
CA-2020-100273,2020-02-14,2020-02-20,Same Day,CUST-6325,Alejandro Robles,Consumer,Spain,Barcelona,,42769,South,PROD-9518,Furniture,Chairs,Chairs 608,2620.62,4,0.13,472.56
CA-2019-100274,2019-10-28,2019-11-04,Same Day,CUST-9081,David Charry,Corporate,Spain,Madrid,,86896,North,PROD-1901,Office Supplies,Paper,Paper 45,56.15,2,0.1,17.08
CA-2021-100275,2021-05-23,2021-05-27,Same Day,CUST-4140,Alejandro Robles,Consumer,Spain,Barcelona,,89737,Central,PROD-8996,Technology,Phones,Phones 130,2082.84,7,0.15,527.46
CA-2024-100276,2024-09-03,2024-09-10,Standard Class,CUST-3728,David Charry,Corporate,Canada,Vancouver,,66633,Central,PROD-7726,Technology,Copiers,Copiers 515,461.54,1,0.23,20.93
CA-2021-100277,2021-12-22,2021-12-25,First Class,CUST-7269,David Charry,Consumer,Brazil,Rio de Janeiro,,21360,North,PROD-8099,Office Supplies,Binders,Binders 209,71.39,2,0.28,-8.59
CA-2020-100278,2020-06-26,2020-06-29,Same Day,CUST-4565,Juan Perez,Corporate,Colombia,Medellín,,67473,Central,PROD-5593,Office Supplies,Paper,Paper 442,41.89,3,0.28,3.42
CA-2022-100279,2022-11-30,2022-12-01,Same Day,CUST-3223,Sara Lopez,Consumer,Mexico,Monterrey,,14136,East,PROD-5522,Furniture,Tables,Tables 117,1266.86,4,0.3,-212.81
CA-2019-100280,2019-10-09,2019-10-16,Same Day,CUST-5212,David Charry,Corporate,Colombia,Bogotá,,71607,East,PROD-7961,Office Supplies,Storage,Storage 368,141.92,8,0.08,35.12
CA-2021-100281,2021-09-27,2021-10-03,Same Day,CUST-3120,Luisa Morales,Corporate,Mexico,Monterrey,,42924,North,PROD-4085,Technology,Copiers,Copiers 433,2954.5,5,0.14,555.34
CA-2023-100282,2023-02-22,2023-02-27,First Class,CUST-1153,David Charry,Corporate,Spain,Valencia,,25792,West,PROD-8853,Office Supplies,Storage,Storage 92,148.74,4,0.17,-8.2
CA-2022-100283,2022-03-13,2022-03-17,Second Class,CUST-8216,Maria Garcia,Consumer,Brazil,Rio de Janeiro,,95703,West,PROD-9857,Office Supplies,Labels,Labels 355,22.17,2,0.15,0.85
CA-2020-100284,2020-10-08,2020-10-10,First Class,CUST-8367,Alejandro Robles,Corporate,Chile,Concepción,,88683,North,PROD-4228,Office Supplies,Binders,Binders 487,143.1,4,0.03,37.44
CA-2023-100285,2023-11-30,2023-12-06,Same Day,CUST-6694,Juan Perez,Consumer,Chile,Concepción,,75603,North,PROD-4010,Furniture,Chairs,Chairs 436,2674.34,6,0.17,274.59
CA-2022-100286,2022-05-24,2022-05-30,First Class,CUST-8067,Juan Perez,Corporate,Spain,Barcelona,,93521,South,PROD-6091,Furniture,Furnishings,Furnishings 936,697.53,2,0.1,203.81
CA-2024-100287,2024-12-06,2024-12-09,Same Day,CUST-8489,Carlos Ramirez,Home Office,Mexico,CDMX,,87355,Central,PROD-9269,Office Supplies,Labels,Labels 784,153.74,9,0.2,10.05
CA-2019-100288,2019-02-02,2019-02-09,Second Class,CUST-2797,Juan Perez,Consumer,Mexico,Guadalajara,,32884,East,PROD-3131,Office Supplies,Binders,Binders 155,52.6,6,0.29,-4.2
CA-2022-100289,2022-05-11,2022-05-12,First Class,CUST-5500,Luisa Morales,Home Office,Argentina,Córdoba,,96437,South,PROD-2172,Office Supplies,Labels,Labels 889,66.74,7,0.24,8.87
CA-2020-100290,2020-02-29,2020-03-01,Same Day,CUST-7665,Juan Perez,Consumer,Mexico,CDMX,,53965,East,PROD-2936,Technology,Accessories,Accessories 657,1834.07,8,0.43,-610.28
CA-2020-100291,2020-07-04,2020-07-08,Second Class,CUST-4083,Luisa Morales,Consumer,Mexico,Guadalajara,,60017,West,PROD-6200,Furniture,Bookcases,Bookcases 330,1051.0,3,0.18,234.25
CA-2021-100292,2021-12-19,2021-12-22,Second Class,CUST-2545,David Charry,Consumer,Argentina,Rosario,,33004,West,PROD-6127,Furniture,Tables,Tables 804,1204.78,6,0.08,215.04
CA-2020-100293,2020-04-17,2020-04-23,Second Class,CUST-6413,Luisa Morales,Home Office,Argentina,Córdoba,,40251,East,PROD-2269,Furniture,Tables,Tables 701,3496.61,6,0.06,456.01
CA-2020-100294,2020-03-14,2020-03-19,Standard Class,CUST-6367,Maria Garcia,Consumer,Spain,Madrid,,48968,West,PROD-1069,Furniture,Tables,Tables 853,1449.69,6,0.25,-273.97
CA-2020-100295,2020-09-28,2020-10-01,Same Day,CUST-8347,David Charry,Corporate,Spain,Barcelona,,29222,North,PROD-9216,Office Supplies,Art,Art 843,116.71,7,0.38,-24.74
CA-2022-100296,2022-01-20,2022-01-24,Same Day,CUST-3276,Luisa Morales,Home Office,Argentina,Rosario,,63026,North,PROD-8393,Office Supplies,Binders,Binders 596,43.7,2,0.18,10.12
CA-2022-100297,2022-02-28,2022-03-04,Standard Class,CUST-1138,David Charry,Consumer,Peru,Arequipa,,25577,Central,PROD-1193,Office Supplies,Binders,Binders 186,87.43,3,0.17,0.0
CA-2021-100298,2021-05-12,2021-05-15,First Class,CUST-6839,Luisa Morales,Consumer,United States,Austin,,96807,East,PROD-3880,Office Supplies,Binders,Binders 140,65.88,4,0.11,15.57
CA-2022-100299,2022-11-05,2022-11-09,Second Class,CUST-4326,Juan Perez,Home Office,Peru,Arequipa,,37594,Central,PROD-4659,Furniture,Furnishings,Furnishings 898,149.4,2,0.38,-56.77
CA-2021-100300,2021-04-13,2021-04-16,Standard Class,CUST-6307,Carlos Ramirez,Consumer,Spain,Barcelona,,53790,East,PROD-9520,Office Supplies,Envelopes,Envelopes 544,61.4,2,0.17,4.11
CA-2021-100301,2021-12-17,2021-12-19,Same Day,CUST-9446,Juan Perez,Consumer,Mexico,Monterrey,,58867,South,PROD-6262,Office Supplies,Art,Art 752,53.85,5,0.18,1.26
CA-2024-100302,2024-09-01,2024-09-04,Second Class,CUST-3508,Juan Perez,Corporate,Colombia,Cali,,66463,North,PROD-5758,Technology,Copiers,Copiers 635,3783.23,5,0.11,668.02
CA-2024-100303,2024-06-24,2024-07-01,First Class,CUST-4908,Manuela Granados,Corporate,Colombia,Bogotá,,14379,East,PROD-3803,Furniture,Tables,Tables 694,2078.75,4,0.24,22.95
CA-2021-100304,2021-10-25,2021-10-28,Same Day,CUST-2204,Maria Garcia,Home Office,Peru,Arequipa,,21831,North,PROD-1544,Office Supplies,Art,Art 71,445.85,8,0.05,103.91
CA-2019-100305,2019-07-28,2019-08-01,Second Class,CUST-6515,Juan Perez,Consumer,United States,Austin,,39475,West,PROD-4985,Furniture,Bookcases,Bookcases 848,4827.36,9,0.15,938.04
CA-2020-100306,2020-01-14,2020-01-21,First Class,CUST-9417,David Charry,Consumer,Peru,Cusco,,84499,West,PROD-5200,Furniture,Bookcases,Bookcases 974,2877.01,9,0.14,213.85
CA-2023-100307,2023-10-01,2023-10-05,Second Class,CUST-8952,Maria Garcia,Corporate,Colombia,Medellín,,90730,South,PROD-3415,Office Supplies,Paper,Paper 251,107.01,9,0.26,-8.55
CA-2022-100308,2022-02-07,2022-02-08,Same Day,CUST-3262,Juan Perez,Home Office,United States,Chicago,,12429,West,PROD-5567,Furniture,Bookcases,Bookcases 744,3639.86,8,0.09,747.09
CA-2019-100309,2019-06-30,2019-07-01,Same Day,CUST-5573,Carlos Ramirez,Consumer,Spain,Barcelona,,25728,East,PROD-4491,Furniture,Tables,Tables 707,1676.51,8,0.31,-104.64
CA-2019-100310,2019-01-15,2019-01-22,Second Class,CUST-7811,Sara Lopez,Consumer,Colombia,Medellín,,69342,South,PROD-1164,Furniture,Bookcases,Bookcases 917,4126.71,6,0.02,1521.57
CA-2022-100311,2022-09-28,2022-09-30,Same Day,CUST-7571,Juan Perez,Home Office,Canada,Montreal,,67889,East,PROD-1579,Office Supplies,Paper,Paper 507,40.89,1,0.21,2.51
CA-2020-100312,2020-06-19,2020-06-20,First Class,CUST-3738,Luisa Morales,Consumer,United States,Austin,,68560,North,PROD-8572,Furniture,Tables,Tables 392,595.1,2,0.09,9.73
CA-2021-100313,2021-12-08,2021-12-11,First Class,CUST-8338,Carlos Ramirez,Consumer,Chile,Santiago,,75184,East,PROD-4555,Furniture,Chairs,Chairs 306,203.7,1,0.28,-17.47
CA-2020-100314,2020-10-23,2020-10-27,First Class,CUST-9283,Sara Lopez,Consumer,Mexico,Guadalajara,,84710,North,PROD-5222,Furniture,Furnishings,Furnishings 80,4917.62,8,0.15,863.51
CA-2023-100315,2023-12-15,2023-12-16,Second Class,CUST-2410,Manuela Granados,Consumer,Peru,Cusco,,59703,North,PROD-4497,Furniture,Tables,Tables 277,1299.31,4,0.2,127.51
CA-2023-100316,2023-10-18,2023-10-19,Standard Class,CUST-6616,Alejandro Robles,Consumer,Peru,Lima,,20748,North,PROD-3248,Office Supplies,Labels,Labels 849,59.38,3,0.13,13.13
CA-2019-100317,2019-02-09,2019-02-11,Second Class,CUST-6585,Luisa Morales,Corporate,Mexico,Monterrey,,61962,North,PROD-6492,Furniture,Chairs,Chairs 758,1328.98,2,0.12,83.65
CA-2020-100318,2020-04-03,2020-04-10,Standard Class,CUST-9498,Sara Lopez,Corporate,Spain,Valencia,,61012,Central,PROD-2687,Office Supplies,Labels,Labels 14,159.04,7,0.11,39.64
CA-2019-100319,2019-11-05,2019-11-12,Second Class,CUST-4392,Luisa Morales,Home Office,Argentina,Córdoba,,89980,East,PROD-3772,Office Supplies,Storage,Storage 433,59.49,2,0.27,2.33
CA-2020-100320,2020-09-02,2020-09-08,Same Day,CUST-1678,Maria Garcia,Home Office,Brazil,Brasília,,36183,South,PROD-1988,Furniture,Chairs,Chairs 82,247.42,1,0.01,44.47
CA-2019-100321,2019-05-28,2019-05-30,First Class,CUST-3594,Manuela Granados,Home Office,Peru,Arequipa,,48285,North,PROD-5689,Technology,Accessories,Accessories 389,2594.78,6,0.13,693.95
CA-2023-100322,2023-02-21,2023-02-24,Standard Class,CUST-4382,Alejandro Robles,Corporate,Brazil,Rio de Janeiro,,89872,North,PROD-5163,Office Supplies,Paper,Paper 463,79.62,4,0.04,24.13
CA-2020-100323,2020-08-29,2020-09-05,Same Day,CUST-6315,Sara Lopez,Home Office,Mexico,CDMX,,60654,North,PROD-1317,Office Supplies,Envelopes,Envelopes 809,187.75,7,0.12,-3.2
CA-2023-100324,2023-10-27,2023-10-31,First Class,CUST-2101,Luisa Morales,Home Office,Canada,Montreal,,21620,North,PROD-5421,Office Supplies,Art,Art 690,21.2,3,0.01,2.95
CA-2020-100325,2020-06-06,2020-06-08,Standard Class,CUST-4209,Manuela Granados,Home Office,Brazil,Rio de Janeiro,,64800,South,PROD-8398,Technology,Copiers,Copiers 600,1309.37,2,0.21,188.62
CA-2019-100326,2019-06-21,2019-06-22,Second Class,CUST-5354,Sara Lopez,Home Office,Canada,Toronto,,68535,East,PROD-8160,Furniture,Bookcases,Bookcases 869,822.8,4,0.12,-5.99
CA-2022-100327,2022-06-16,2022-06-20,Second Class,CUST-3817,Luisa Morales,Corporate,Colombia,Bogotá,,22467,West,PROD-4832,Technology,Machines,Machines 589,3118.27,6,0.05,522.91
CA-2023-100328,2023-02-02,2023-02-06,First Class,CUST-2036,Alejandro Robles,Consumer,Chile,Santiago,,77084,North,PROD-9684,Technology,Phones,Phones 268,1434.02,2,0.23,-89.59
CA-2019-100329,2019-06-13,2019-06-14,Standard Class,CUST-6235,Maria Garcia,Home Office,Peru,Lima,,61742,South,PROD-8746,Technology,Phones,Phones 712,3668.39,8,0.16,331.62
CA-2023-100330,2023-01-05,2023-01-07,Same Day,CUST-6676,Manuela Granados,Corporate,United States,Austin,,64362,Central,PROD-9060,Technology,Phones,Phones 919,1123.1,7,0.17,190.27
CA-2021-100331,2021-05-10,2021-05-11,First Class,CUST-8406,Carlos Ramirez,Consumer,Colombia,Cali,,19589,West,PROD-3833,Furniture,Chairs,Chairs 166,1623.24,6,0.09,410.87
CA-2021-100332,2021-10-19,2021-10-25,Standard Class,CUST-2932,Carlos Ramirez,Consumer,Spain,Valencia,,97876,East,PROD-4535,Technology,Accessories,Accessories 827,1740.03,5,0.11,280.43
CA-2020-100333,2020-02-26,2020-03-01,Second Class,CUST-1564,Manuela Granados,Home Office,Chile,Concepción,,45268,South,PROD-4258,Technology,Machines,Machines 550,5692.95,7,0.1,1053.5
CA-2022-100334,2022-12-19,2022-12-24,Standard Class,CUST-8206,David Charry,Consumer,Spain,Barcelona,,87852,North,PROD-8170,Office Supplies,Labels,Labels 64,395.38,7,0.03,129.95
CA-2023-100335,2023-07-23,2023-07-28,Same Day,CUST-5433,Carlos Ramirez,Corporate,Chile,Concepción,,37938,Central,PROD-9638,Office Supplies,Paper,Paper 611,177.29,4,0.26,26.94
CA-2020-100336,2020-09-25,2020-09-28,First Class,CUST-1229,Juan Perez,Home Office,Colombia,Cali,,24345,North,PROD-5284,Furniture,Furnishings,Furnishings 415,4252.89,7,0.04,978.66
CA-2021-100337,2021-08-27,2021-09-03,First Class,CUST-4052,Juan Perez,Corporate,Peru,Arequipa,,77819,West,PROD-8397,Technology,Phones,Phones 255,201.54,2,0.2,-1.2
CA-2020-100338,2020-10-27,2020-10-28,Second Class,CUST-1148,Sara Lopez,Home Office,Mexico,Guadalajara,,53162,West,PROD-9001,Office Supplies,Art,Art 438,322.2,8,0.01,30.94
CA-2020-100339,2020-12-26,2020-12-27,First Class,CUST-9391,Manuela Granados,Consumer,Brazil,Brasília,,77847,North,PROD-2982,Technology,Accessories,Accessories 853,1109.71,6,0.11,236.69
CA-2023-100340,2023-08-16,2023-08-19,Second Class,CUST-1838,Sara Lopez,Corporate,Chile,Santiago,,59999,East,PROD-4815,Office Supplies,Binders,Binders 93,65.37,2,0.03,21.21
CA-2019-100341,2019-04-12,2019-04-15,Standard Class,CUST-2840,Sara Lopez,Corporate,Brazil,São Paulo,,37867,North,PROD-7058,Office Supplies,Envelopes,Envelopes 988,181.74,6,0.14,53.26
CA-2021-100342,2021-01-04,2021-01-07,Second Class,CUST-1947,Manuela Granados,Home Office,Chile,Valparaíso,,88972,East,PROD-5760,Office Supplies,Labels,Labels 694,322.72,8,0.02,63.06
CA-2022-100343,2022-09-22,2022-09-26,First Class,CUST-5631,Carlos Ramirez,Consumer,Argentina,Buenos Aires,,22224,West,PROD-2235,Office Supplies,Binders,Binders 577,53.39,3,0.14,6.88
CA-2023-100344,2023-08-14,2023-08-20,Same Day,CUST-9089,Alejandro Robles,Consumer,Colombia,Cali,,69902,North,PROD-3892,Furniture,Furnishings,Furnishings 449,324.56,1,0.17,17.06
CA-2021-100345,2021-10-13,2021-10-14,First Class,CUST-9014,Maria Garcia,Home Office,United States,Chicago,,32340,North,PROD-2603,Technology,Accessories,Accessories 299,694.37,3,0.2,82.25
CA-2021-100346,2021-12-28,2022-01-01,Standard Class,CUST-1175,Sara Lopez,Consumer,United States,Seattle,,86230,South,PROD-8169,Technology,Phones,Phones 895,2835.65,3,0.2,499.78
CA-2020-100347,2020-10-14,2020-10-17,Same Day,CUST-5534,Luisa Morales,Corporate,Argentina,Buenos Aires,,11849,East,PROD-2752,Office Supplies,Storage,Storage 592,141.68,4,0.15,24.88
CA-2020-100348,2020-03-18,2020-03-19,Second Class,CUST-2044,Carlos Ramirez,Home Office,Argentina,Córdoba,,56694,West,PROD-3431,Office Supplies,Envelopes,Envelopes 812,25.7,3,0.16,2.41
CA-2023-100349,2023-04-16,2023-04-20,Standard Class,CUST-5271,Sara Lopez,Consumer,Peru,Cusco,,33610,East,PROD-1237,Office Supplies,Paper,Paper 910,60.42,7,0.28,5.46
CA-2019-100350,2019-06-08,2019-06-14,Standard Class,CUST-5235,Manuela Granados,Consumer,Canada,Vancouver,,34845,South,PROD-1540,Office Supplies,Labels,Labels 391,39.32,1,0.06,9.42
CA-2024-100351,2024-04-11,2024-04-15,Second Class,CUST-8281,Maria Garcia,Home Office,Argentina,Córdoba,,58270,Central,PROD-3509,Office Supplies,Art,Art 921,222.13,7,0.1,9.2
CA-2021-100352,2021-06-30,2021-07-06,First Class,CUST-5157,Luisa Morales,Home Office,United States,Chicago,,36028,East,PROD-9511,Office Supplies,Envelopes,Envelopes 102,20.91,6,0.04,3.57
CA-2021-100353,2021-03-28,2021-03-31,Standard Class,CUST-5615,David Charry,Corporate,United States,Los Angeles,,85652,East,PROD-8265,Technology,Copiers,Copiers 236,102.25,2,0.12,24.28
CA-2024-100354,2024-02-29,2024-03-06,Second Class,CUST-7041,Alejandro Robles,Consumer,United States,Los Angeles,,54722,North,PROD-5675,Furniture,Tables,Tables 537,4132.74,6,0.13,992.2
CA-2022-100355,2022-12-03,2022-12-04,First Class,CUST-9249,Maria Garcia,Home Office,Canada,Vancouver,,10767,South,PROD-2129,Office Supplies,Storage,Storage 812,302.12,7,0.13,5.94
CA-2022-100356,2022-06-04,2022-06-07,Standard Class,CUST-7269,Luisa Morales,Home Office,Spain,Madrid,,36811,East,PROD-6317,Technology,Copiers,Copiers 811,5386.33,8,0.14,736.8
CA-2021-100357,2021-07-21,2021-07-22,Standard Class,CUST-8866,Juan Perez,Home Office,United States,Seattle,,92410,North,PROD-3013,Technology,Phones,Phones 626,730.05,1,0.02,279.35
CA-2021-100358,2021-07-02,2021-07-07,Standard Class,CUST-9159,Luisa Morales,Consumer,Brazil,São Paulo,,59853,North,PROD-3073,Office Supplies,Storage,Storage 27,378.03,8,0.18,6.02
CA-2019-100359,2019-04-07,2019-04-09,Second Class,CUST-4935,Manuela Granados,Consumer,Argentina,Rosario,,49643,Central,PROD-5619,Technology,Copiers,Copiers 72,1286.62,3,0.2,-70.67
CA-2021-100360,2021-03-02,2021-03-08,Second Class,CUST-9989,Maria Garcia,Corporate,Argentina,Buenos Aires,,49462,South,PROD-4215,Technology,Phones,Phones 717,1509.65,5,0.13,362.18
CA-2023-100361,2023-06-21,2023-06-23,Same Day,CUST-2095,Alejandro Robles,Home Office,Spain,Madrid,,44550,East,PROD-7985,Furniture,Furnishings,Furnishings 785,259.7,1,0.39,-70.61
CA-2022-100362,2022-09-06,2022-09-08,Second Class,CUST-1600,David Charry,Consumer,Spain,Barcelona,,11524,Central,PROD-7376,Office Supplies,Paper,Paper 394,129.9,6,0.25,18.22
CA-2022-100363,2022-02-15,2022-02-21,Second Class,CUST-8610,Alejandro Robles,Corporate,Chile,Valparaíso,,77906,Central,PROD-9895,Furniture,Tables,Tables 497,1320.23,7,0.21,275.31
CA-2019-100364,2019-10-12,2019-10-15,First Class,CUST-7865,Maria Garcia,Corporate,United States,Austin,,21560,Central,PROD-6643,Furniture,Chairs,Chairs 333,1132.09,2,0.27,-84.28
CA-2022-100365,2022-02-17,2022-02-22,Same Day,CUST-3024,Carlos Ramirez,Home Office,Mexico,CDMX,,23503,South,PROD-9490,Technology,Accessories,Accessories 720,486.09,2,0.2,83.83
CA-2022-100366,2022-12-09,2022-12-10,Standard Class,CUST-2460,Luisa Morales,Home Office,Mexico,Guadalajara,,38561,Central,PROD-8669,Technology,Copiers,Copiers 858,1822.71,3,0.27,-137.05
CA-2024-100367,2024-09-17,2024-09-21,Standard Class,CUST-2040,David Charry,Consumer,Mexico,Monterrey,,72119,North,PROD-3686,Technology,Accessories,Accessories 379,1433.86,9,0.13,405.1
CA-2023-100368,2023-06-26,2023-06-27,First Class,CUST-6796,Maria Garcia,Home Office,Spain,Madrid,,18222,South,PROD-7363,Furniture,Chairs,Chairs 956,837.45,4,0.11,195.66
CA-2022-100369,2022-09-18,2022-09-22,Second Class,CUST-8422,David Charry,Home Office,Spain,Valencia,,85761,West,PROD-5133,Furniture,Tables,Tables 660,1115.52,7,0.4,-503.77
CA-2019-100370,2019-04-24,2019-04-25,Second Class,CUST-1920,Juan Perez,Corporate,Argentina,Córdoba,,12017,Central,PROD-5920,Office Supplies,Labels,Labels 371,275.49,9,0.34,-51.73
CA-2020-100371,2020-04-17,2020-04-23,Standard Class,CUST-7159,Sara Lopez,Consumer,Canada,Toronto,,98780,East,PROD-8027,Furniture,Tables,Tables 332,1353.0,6,0.17,47.63
CA-2021-100372,2021-12-05,2021-12-10,Standard Class,CUST-8135,David Charry,Consumer,United States,Chicago,,84531,West,PROD-2009,Technology,Machines,Machines 527,4943.63,7,0.24,-161.67
CA-2021-100373,2021-01-01,2021-01-05,Same Day,CUST-6660,David Charry,Home Office,Chile,Santiago,,93096,South,PROD-9624,Office Supplies,Paper,Paper 801,12.85,1,0.18,2.69
CA-2021-100374,2021-12-23,2021-12-30,Standard Class,CUST-8830,Carlos Ramirez,Consumer,Colombia,Bogotá,,91383,South,PROD-7944,Furniture,Tables,Tables 743,3280.06,5,0.13,484.2
CA-2019-100375,2019-06-06,2019-06-09,Standard Class,CUST-5439,Luisa Morales,Home Office,Colombia,Bogotá,,76394,West,PROD-6972,Furniture,Furnishings,Furnishings 523,895.86,2,0.11,123.58
CA-2020-100376,2020-03-20,2020-03-21,First Class,CUST-7952,Maria Garcia,Corporate,Colombia,Medellín,,38251,South,PROD-5055,Furniture,Furnishings,Furnishings 283,75.83,1,0.28,0.72
CA-2023-100377,2023-11-15,2023-11-16,Same Day,CUST-4253,Luisa Morales,Home Office,Spain,Valencia,,99630,West,PROD-4782,Technology,Phones,Phones 814,4569.89,5,0.03,1669.27
CA-2022-100378,2022-11-16,2022-11-20,Same Day,CUST-3072,Alejandro Robles,Consumer,Colombia,Cali,,36393,North,PROD-8795,Office Supplies,Labels,Labels 338,117.4,8,0.2,3.67
CA-2022-100379,2022-07-08,2022-07-11,Same Day,CUST-1395,Juan Perez,Home Office,United States,Los Angeles,,93569,Central,PROD-1938,Office Supplies,Paper,Paper 613,480.89,9,0.1,112.2
CA-2023-100380,2023-11-23,2023-11-26,First Class,CUST-4345,David Charry,Corporate,Mexico,Guadalajara,,30365,Central,PROD-3486,Technology,Phones,Phones 562,1349.78,2,0.21,-178.26
CA-2024-100381,2024-09-25,2024-10-01,Same Day,CUST-9212,David Charry,Home Office,Peru,Lima,,93029,North,PROD-6330,Furniture,Chairs,Chairs 560,1689.98,6,0.24,-97.83
CA-2020-100382,2020-04-18,2020-04-25,Same Day,CUST-8111,Sara Lopez,Corporate,Chile,Valparaíso,,30991,West,PROD-9434,Furniture,Furnishings,Furnishings 753,880.65,5,0.08,23.0
CA-2023-100383,2023-04-27,2023-05-03,Same Day,CUST-2872,Manuela Granados,Consumer,Brazil,Rio de Janeiro,,28653,East,PROD-6599,Technology,Phones,Phones 647,636.38,1,0.03,125.93
CA-2021-100384,2021-02-17,2021-02-23,Second Class,CUST-4867,David Charry,Home Office,Peru,Cusco,,45281,Central,PROD-4793,Furniture,Furnishings,Furnishings 206,82.17,1,0.1,6.37
CA-2021-100385,2021-11-09,2021-11-15,Same Day,CUST-8460,David Charry,Home Office,Argentina,Buenos Aires,,78519,East,PROD-4078,Office Supplies,Envelopes,Envelopes 639,325.57,8,0.24,66.57
CA-2019-100386,2019-07-01,2019-07-07,Standard Class,CUST-7035,Juan Perez,Consumer,Mexico,Monterrey,,84599,West,PROD-7523,Office Supplies,Binders,Binders 907,55.82,7,0.02,12.18
CA-2023-100387,2023-11-22,2023-11-28,Same Day,CUST-3220,Juan Perez,Corporate,Mexico,CDMX,,89731,East,PROD-1233,Furniture,Bookcases,Bookcases 793,1062.22,3,0.02,356.86
CA-2019-100388,2019-01-07,2019-01-12,Second Class,CUST-6024,Sara Lopez,Corporate,Peru,Arequipa,,23777,North,PROD-6917,Furniture,Furnishings,Furnishings 22,2682.35,9,0.28,-294.49
CA-2024-100389,2024-10-30,2024-11-02,Standard Class,CUST-1235,Alejandro Robles,Home Office,Peru,Arequipa,,91653,South,PROD-1711,Office Supplies,Storage,Storage 869,88.55,2,0.15,-0.07
CA-2021-100390,2021-03-18,2021-03-24,Standard Class,CUST-7852,David Charry,Home Office,Brazil,Brasília,,77313,North,PROD-8777,Furniture,Bookcases,Bookcases 137,488.09,1,0.29,-41.69
CA-2023-100391,2023-01-31,2023-02-03,Standard Class,CUST-6127,Maria Garcia,Consumer,Chile,Santiago,,80192,East,PROD-9998,Furniture,Tables,Tables 235,2757.52,7,0.34,228.48
CA-2023-100392,2023-11-02,2023-11-05,Second Class,CUST-2824,David Charry,Consumer,Canada,Vancouver,,43172,East,PROD-8280,Furniture,Tables,Tables 989,1695.58,6,0.42,-482.81
CA-2019-100393,2019-10-14,2019-10-16,Same Day,CUST-9424,Maria Garcia,Home Office,Chile,Santiago,,45851,West,PROD-3242,Office Supplies,Binders,Binders 907,187.79,5,0.1,20.74
CA-2022-100394,2022-09-14,2022-09-19,Same Day,CUST-5213,David Charry,Consumer,Argentina,Rosario,,29276,West,PROD-8420,Office Supplies,Paper,Paper 798,444.36,9,0.16,61.19
CA-2022-100395,2022-07-09,2022-07-15,Second Class,CUST-9587,Sara Lopez,Home Office,Brazil,Rio de Janeiro,,31498,North,PROD-8174,Office Supplies,Envelopes,Envelopes 640,171.39,4,0.14,9.38
CA-2020-100396,2020-05-25,2020-05-26,Standard Class,CUST-9817,Luisa Morales,Home Office,United States,New York,,27127,North,PROD-4994,Technology,Phones,Phones 655,3636.19,7,0.08,622.59
CA-2022-100397,2022-05-15,2022-05-19,First Class,CUST-1667,David Charry,Corporate,Chile,Valparaíso,,67442,North,PROD-4370,Technology,Copiers,Copiers 857,351.3,1,0.2,8.71
